,id,title,soup
432,8656,Deep Impact,usapresident nasa metereologist robertduvall téaleoni elijahwood mimileder action drama romance
433,146216,RED 2,paris londonengland cia brucewillis catherinezeta-jones anthonyhopkins deanparisot action comedy crime
434,9291,The Longest Yard,prison americanfootball prisoner adamsandler chrisrock burtreynolds petersegal comedy drama
435,55301,Alvin and the Chipmunks: Chipwrecked,sequel chipmunk cruiseship jasonlee davidcross jennyslate mikemitchell comedy fantasy family
436,109418,Grown Ups 2, adamsandler kevinjames chrisrock dennisdugan comedy
437,11665,Get Smart,dancing spy terrorist stevecarell annehathaway dwaynejohnson petersegal action comedy thriller
438,6964,Something's Gotta Give,agedifference ladykiller womandirector jacknicholson dianekeaton keanureeves nancymeyers drama comedy romance
439,11324,Shutter Island,basedonnovel island hurricane leonardodicaprio markruffalo benkingsley martinscorsese drama thriller mystery
440,12193,Four Christmases,holiday romanticcomedy dysfunctionalfamily vincevaughn reesewitherspoon robertduvall sethgordon comedy romance drama
441,9928,Robots,inventor businessman robot robinwilliams ewanmcgregor halleberry chriswedge animation comedy family
442,754,Face/Off,undercover mexicanstandoff biologicalweapon johntravolta nicolascage joanallen johnwoo action crime sciencefiction
443,10202,Bedtime Stories,wishescometrue escapade disorder adamsandler kerirussell guypearce adamshankman fantasy comedy family
444,4147,Road to Perdition,basedongraphicnovel homework shotinthechin tomhanks tylerhoechlin jenniferjasonleigh sammendes thriller crime drama
445,50546,Just Go with It,beach fictitiousmarriage blackmail adamsandler jenniferaniston nicolekidman dennisdugan romance comedy
446,1701,Con Air,prison ambush helicopter nicolascage johncusack johnmalkovich simonwest action thriller crime
447,13027,Eagle Eye,artificialintelligence washingtond.c. secretidentity shialabeouf michellemonaghan rosariodawson d.j.caruso mystery thriller action
448,2289,Cold Mountain,lossoflover lossoffamily deserter judelaw nicolekidman renéezellweger anthonyminghella drama
449,20504,The Book of Eli,book post-apocalyptic dystopia denzelwashington garyoldman milakunis alberthughes action thriller sciencefiction
450,9574,Flubber,weddingvows inventor slime robinwilliams marciagayharden christophermcdonald lesmayfield comedy family sciencefiction
451,11618,The Haunting,basedonnovel trauma castle liamneeson catherinezeta-jones owenwilson jandebont horror thriller fantasy
452,2300,Space Jam,sport basketball doctor michaeljordan wayneknight billywest joepytka animation comedy drama
453,12096,The Pink Panther,robbery investigation inspector stevemartin kevinkline jeanreno shawnlevy action comedy crime
454,10200,The Day the Earth Stood Still,extraterrestrialtechnology spacecraft ultimatum keanureeves jenniferconnelly kathybates scottderrickson drama sciencefiction thriller
455,8834,Conspiracy Theory,newyork cia helicopter melgibson juliaroberts patrickstewart richarddonner action drama mystery
456,228150,Fury,worldwarii nazis war bradpitt shialabeouf loganlerman davidayer war drama action
457,6068,Six Days Seven Nights,overleven familyguy harrisonford anneheche davidschwimmer ivanreitman action adventure comedy
458,41515,Yogi Bear,picnic sandwich bear danaykroyd justintimberlake annafaris ericbrevig comedy family animation
459,9023,Spirit: Stallion of the Cimarron,humanbeing freedom mustang mattdamon jamescromwell danielstudi kellyasbury western animation adventure
460,38317,Zookeeper,talkinganimal scientist germanaccent kevinjames rosariodawson sylvesterstallone frankcoraci comedy romance family
461,2157,Lost in Space,timetravel sabotage deepspaceexplorer garyoldman williamhurt mattleblanc stephenhopkins adventure family sciencefiction
462,14462,The Manchurian Candidate,senator gulfwar canoe denzelwashington merylstreep lievschreiber jonathandemme drama thriller mystery
463,161795,Déjà Vu,love american pin stephendillane victoriafoyt vanessaredgrave henryjaglom romance drama
464,159824,Hotel Transylvania 2,transylvania hotel witch adamsandler andysamberg selenagomez genndytartakovsky animation comedy family
465,49948,Fantasia 2000,orchestra musicalsegments stevemartin itzhakperlman quincyjones jamesalgar animation family music
466,2135,The Time Machine,future timemachine guypearce markaddy phyllidalaw simonwells sciencefiction adventure action
467,9822,Mighty Joe Young,gorilla dyinganddeath charlizetheron radeserbedzija billpaxton ronunderwood action adventure family
468,9705,Swordfish,femalenudity hacker terrorism johntravolta hughjackman halleberry dominicsena action crime thriller
469,1656,The Legend of Zorro,california spy fathersonrelationship antoniobanderas catherinezeta-jones adriánalonsobarona martincampbell action adventure
470,12159,What Dreams May Come,paradise soul underworld robinwilliams cubagoodingjr. annabellasciorra vincentward drama fantasy romance
471,9678,Little Nicky,fathersonrelationship brothersisterrelationship mephisto adamsandler patriciaarquette harveykeitel stevenbrill comedy fantasy romance
472,4442,The Brothers Grimm,brotherbrotherrelationship literature aftercreditsstinger heathledger mattdamon mackenziecrook terrygilliam adventure fantasy action
473,75,Mars Attacks!,savingtheworld totaldestruction whitehouse jacknicholson glennclose annettebening timburton comedy fantasy sciencefiction
474,330770,Evolution,nurse sea beach maxbrebant roxaneduran julie-marieparmentier lucilehadzihalilovic mystery drama horror
475,9433,The Edge,photographer grizzlybear wilderness alecbaldwin anthonyhopkins ellemacpherson leetamahori action adventure drama
476,19959,Surrogates,clone dystopia brucewillis radhamitchell rosamundpike jonathanmostow action sciencefiction thriller
477,11973,Thirteen Days,usapresident atomicbomb johnf.kennedy kevincostner brucegreenwood stevenculp rogerdonaldson drama thriller
478,11228,Daylight,taxi newjersey helicopter sylvesterstallone amybrenneman viggomortensen robcohen action adventure thriller
479,77951,Walking With Dinosaurs,dinosaur 3d charlierowe justinlong karlurban barrycook animation family adventure
480,5491,Battlefield Earth,basedonnovel post-apocalyptic dystopia johntravolta barrypepper forestwhitaker rogerchristian action sciencefiction war
481,10715,Looney Tunes: Back in Action,spy duck bunny brendanfraser jennaelfman stevemartin joedante animation comedy family
482,10197,Nine,memory sidewalkcafe roomkey judidench danielday-lewis marioncotillard robmarshall drama music romance
483,9562,Timeline,professor timetravel quantummechanics paulwalker franceso'connor gerardbutler richarddonner action adventure sciencefiction
484,9922,The Postman,usa post postman kevincostner willpatton oliviawilliams kevincostner drama adventure
485,9447,Babe: Pig in the City,piggybank shortageofmoney pig jamescromwell marystein mickeyrooney georgemiller adventure comedy drama
486,274854,The Last Witch Hunter,newyork witch uprising vindiesel roseleslie elijahwood breckeisner fantasy action adventure
487,8870,Red Planet,mars future astronaut valkilmer carrie-annemoss benjaminbratt antonyhoffman thriller action sciencefiction
488,9992,Arthur and the Invisibles,grandfathergrandsonrelationship wretch treasurehunt freddiehighmore miafarrow roncrawford lucbesson adventure fantasy animation
489,36970,Oceans,ocean sea fish piercebrosnan jacquesperrin riemiyazawa jacquesperrin documentary family
490,10077,A Sound of Thunder,dyinganddeath timetravel romance heikemakatsch arminrohde davidoyelowo peterhyams thriller sciencefiction adventure
491,76649,Pompeii,gladiator arena gladiatorfight kitharington carrie-annemoss emilybrowning paulw.s.anderson action adventure history
492,293644,Top Cat Begins,3d jasonharris davidhoffman billlobley andréscouturier comedy animation
493,453,A Beautiful Mind,individual schizophrenia massachusetts russellcrowe edharris jenniferconnelly ronhoward drama romance
494,8587,The Lion King,lossofparents wildboar uncle jonathantaylorthomas matthewbroderick jamesearljones rogerallers family animation drama
495,72545,Journey 2: The Mysterious Island,mission mysteriousisland missingperson dwaynejohnson joshhutcherson kristindavis bradpeyton adventure action sciencefiction
496,109451,Cloudy with a Chance of Meatballs 2,inventor food scientist billhader annafaris jamescaan codycameron animation family comedy
497,9533,Red Dragon,psychopath serialkiller fbiagent anthonyhopkins edwardnorton ralphfiennes brettratner crime thriller horror
498,2023,Hidalgo,horserace horse racehorse viggomortensen zuleikharobinson omarsharif joejohnston western adventure
499,71880,Jack and Jill,duringcreditsstinger adamsandler katieholmes alpacino dennisdugan comedy
500,584,2 Fast 2 Furious,miami carrace sportscar paulwalker tyresegibson evamendes johnsingleton action crime thriller
501,309809,The Little Prince,philosophy utopia airplane jeffbridges rachelmcadams paulrudd markosborne adventure animation fantasy
502,4858,The Invasion,remake alien escape nicolekidman danielcraig jeremynortham oliverhirschbiegel sciencefiction thriller
503,17711,The Adventures of Rocky & Bullwinkle,adventure cartoon comedy renerusso jasonalexander piperperabo desmcanuff action adventure animation
504,328111,The Secret Life of Pets,pet bunny anthropomorphism louisc.k. ericstonestreet kevinhart chrisrenaud animation family
505,8698,The League of Extraordinary Gentlemen,savingtheworld vampire bite seanconnery petawilson shanewest stephennorrington fantasy action thriller
506,93456,Despicable Me 2,secretagent bakery fallinginlove stevecarell kristenwiig benjaminbratt pierrecoffin animation comedy family
507,602,Independence Day,spacecraft patriotism countdown willsmith billpullman jeffgoldblum rolandemmerich action adventure sciencefiction
508,330,The Lost World: Jurassic Park,exoticisland dna paleontology jeffgoldblum juliannemoore petepostlethwaite stevenspielberg adventure action sciencefiction
509,953,Madagascar,lion hippopotamus giraffe benstiller chrisrock davidschwimmer ericdarnell family animation
510,9693,Children of Men,policestate hippie rebel cliveowen michaelcaine juliannemoore alfonsocuarón drama action thriller
511,36657,X-Men,mutant marvelcomic superhero patrickstewart hughjackman ianmckellen bryansinger adventure action sciencefiction
512,8909,Wanted,assassin lossoffather secretsociety angelinajolie jamesmcavoy morganfreeman timurbekmambetov action thriller crime
513,9802,The Rock,sanfrancisco fbi gasattack seanconnery nicolascage edharris michaelbay action adventure thriller
514,950,Ice Age: The Meltdown,mammoth sloth iceage rayromano johnleguizamo denisleary carlossaldanha animation family comedy
515,1824,50 First Dates,dejavu amnesia hawaii adamsandler drewbarrymore robschneider petersegal comedy romance
516,2976,Hairspray,races dream dance johntravolta michellepfeiffer christopherwalken adamshankman family comedy music
517,11026,Exorcist: The Beginning,secret obsession exorcism stellanskarsgård izabellascorupco jamesd'arcy rennyharlin horror mystery thriller
518,332,Inspector Gadget,gadget matthewbroderick ruperteverett joelyfisher davidkellogg action adventure comedy
519,75656,Now You See Me,paris bank secret jesseeisenberg markruffalo woodyharrelson louisleterrier thriller crime
520,38365,Grown Ups,overweight swing foot adamsandler salmahayek mariabello dennisdugan comedy
521,594,The Terminal,newyork airport marriageproposal tomhanks catherinezeta-jones stanleytucci stevenspielberg comedy drama
522,15189,Hotel for Dogs,adoption puppy pitbull emmaroberts jaket.austin doncheadle thorfreudenthal comedy family
523,11678,Vertical Limit,himalaya pakistan climbing chriso'donnell robintunney billpaxton martincampbell action adventure thriller
524,6538,Charlie Wilson's War,washingtond.c. alcohol cia tomhanks philipseymourhoffman juliaroberts mikenichols comedy drama history
525,10555,Shark Tale,fish hero missionofmurder willsmith robertdeniro renéezellweger vickyjenson animation action comedy
526,1125,Dreamgirls,musicrecord manager blackpeople jamiefoxx beyoncéknowles eddiemurphy billcondon drama
527,4551,Be Cool,baseballbat widow recordingcontract johntravolta umathurman vincevaughn f.garygray comedy crime
528,612,Munich,paris assassination israel ericbana danielcraig ciaránhinds stevenspielberg drama action history
529,9567,Tears of the Sun,u.s.army nigeria president brucewillis monicabellucci colehauser antoinefuqua action drama war
530,37821,Killers,assassin katherineheigl ashtonkutcher tomselleck robertluketic action comedy thriller
531,203801,The Man from U.N.C.L.E.,spy coldwar remake henrycavill armiehammer aliciavikander guyritchie comedy action adventure
532,2539,Spanglish,upperclass mother singleparent adamsandler téaleoni pazvega jamesl.brooks comedy
533,9297,Monster House,monster secret toy ryannewman stevebuscemi mitchelmusso gilkenan animation comedy family
534,3172,Bandits,prison brucewillis billybobthornton cateblanchett barrylevinson action comedy crime
535,6520,First Knight,camelot knight kingarthur seanconnery richardgere juliaormond jerryzucker action adventure drama
536,1439,Anna and the King,civilwar fathersonrelationship eastindiatradingcompany jodiefoster chowyun-fat bailing andytennant drama history romance
537,37958,Immortals,poison army zeus mickeyrourke kellanlutz isabellucas tarsemsingh fantasy action drama
538,2026,Hostage,fbi kidnapping policeoperation brucewillis kevinpollak jimmybennett florent-emiliosiri mystery drama thriller
539,7450,Titan A.E.,monster galaxy dystopia mattdamon billpullman drewbarrymore garygoldman animation action sciencefiction
540,11375,Hollywood Homicide,rapmusic hitman harrisonford joshhartnett lenaolin ronshelton action adventure comedy
541,9425,Soldier,spacemarine dystopia alienplanet kurtrussell jasonscottlee jasonisaacs paulw.s.anderson action war sciencefiction
542,25769,Carriers,beach desperation infection loutaylorpucci chrispine piperperabo àlexpastor action drama horror
543,23685,Monkeybone,parallelworld organdonation horninessagent brendanfraser bridgetfonda johnturturro henryselick adventure fantasy animation
544,11866,Flight of the Phoenix,robbery water gobidesert dennisquaid tyresegibson giovanniribisi johnmoore action adventure drama
545,9741,Unbreakable,fathersonrelationship trainaccident comicbook brucewillis samuell.jackson robinwright m.nightshyamalan sciencefiction thriller drama
546,211672,Minions,assistant aftercreditsstinger duringcreditsstinger sandrabullock jonhamm michaelkeaton kylebalda family animation adventure
547,23629,Sucker Punch,brothel fantasy asylum emilybrowning abbiecornish jenamalone zacksnyder action fantasy thriller
548,8688,Snake Eyes,casino politicalactivism boxer nicolascage garysinise johnheard briandepalma crime mystery
549,10153,Sphere,ocean extraterrestrialtechnology spacemarine dustinhoffman sharonstone samuell.jackson barrylevinson sciencefiction
550,153518,The Angry Birds Movie,island bird pig jasonsudeikis joshgad dannymcbride fergalreilly family animation
551,8676,Fool's Gold,helicopter cemetery boat matthewmcconaughey katehudson donaldsutherland andytennant romance comedy adventure
552,20829,Funny People,comedian cancer bromance adamsandler sethrogen lesliemann juddapatow comedy drama
553,4349,The Kingdom,assassination assassin terrorist jamiefoxx jennifergarner chriscooper peterberg thriller action drama
554,9718,Talladega Nights: The Ballad of Ricky Bobby,northcarolina prayer familydinner willferrell johnc.reilly sachabaroncohen adammckay comedy
555,10808,Dr. Dolittle 2,veterinarian forest bear eddiemurphy kristenwilson raven-symoné stevecarr comedy family romance
556,197,Braveheart,individual scotland inlovewithenemy melgibson catherinemccormack sophiemarceau melgibson action drama history
557,25,Jarhead,sniper marinecorps saudiarabia jamiefoxx jakegyllenhaal scottmacdonald sammendes drama war
558,35,The Simpsons Movie,fathersonrelationship lake springfield dancastellaneta juliekavner nancycartwright davidsilverman animation comedy family
559,11086,The Majestic,california falselyaccused prosecution jimcarrey martinlandau laurieholden frankdarabont drama romance
560,10477,Driven,competition running career kippardue robertseanleonard tilschweiger rennyharlin action
561,1997,Two Brothers,brotherbrotherrelationship lossofbrother cambodia maïanhle guypearce oanhnguyen jean-jacquesannaud adventure drama family
562,6947,The Village,secret forest ruralsetting brycedallashoward joaquinphoenix adrienbrody m.nightshyamalan drama mystery thriller
563,3050,Doctor Dolittle,talkingtoanimals womandirector eddiemurphy ossiedavis oliverplatt bettythomas comedy family fantasy
564,2675,Signs,symbolism water farm melgibson joaquinphoenix roryculkin m.nightshyamalan drama thriller sciencefiction
565,809,Shrek 2,prison magic liberation mikemyers eddiemurphy camerondiaz andrewadamson adventure animation comedy
566,920,Cars,carrace carjourney villageandtown owenwilson paulnewman bonniehunt johnlasseter animation adventure comedy
567,4806,Runaway Bride,smalltown self-discovery justmarried juliaroberts richardgere joancusack garrymarshall comedy romance
568,7451,xXx,sportscar biologicalweapon coldwar vindiesel asiaargento samuell.jackson robcohen action adventure thriller
569,228165,The SpongeBob Movie: Sponge Out of Water,ocean sea star tomkenny billfagerbakke rodgerbumpass paultibbitt animation adventure comedy
570,3595,Ransom,bounty lossofchild yellowpress melgibson garysinise delroylindo ronhoward action thriller
571,16869,Inglourious Basterds,paris guerrilla cinema bradpitt mélanielaurent christophwaltz quentintarantino drama action thriller
572,879,Hook,flying swordplay sword robinwilliams dustinhoffman juliaroberts stevenspielberg adventure fantasy comedy
573,1573,Die Hard 2,ambush helicopter journalist brucewillis bonniebedelia williamatherton rennyharlin action thriller
574,9257,S.W.A.T.,liberation transportofprisoners specialunit samuell.jackson colinfarrell michellerodriguez clarkjohnson action thriller crime
575,1903,Vanilla Sky,amnesia ex-girlfriend virtualreality tomcruise penélopecruz camerondiaz cameroncrowe drama mystery romance
576,9697,Lady in the Water,fortuneteller religionandsupernatural supernaturalpowers paulgiamatti jeffreywright bobbalaban m.nightshyamalan drama thriller fantasy
577,395,AVP: Alien vs. Predator,savingtheworld predator laserpointer sanaalathan raoulbova ewenbremner paulw.s.anderson adventure sciencefiction action
578,23398,Alvin and the Chipmunks: The Squeakquel,chipmunk cgi basedontvseries zacharylevi davidcross jasonlee bettythomas comedy family animation
579,10590,We Were Soldiers,vietnamveteran missile vietnamwar melgibson gregkinnear madeleinestowe randallwallace action history war
580,117263,Olympus Has Fallen,whitehouse secretservice terroristattack gerardbutler aaroneckhart angelabassett antoinefuqua action thriller
581,200,Star Trek: Insurrection,spaceopera retribution spacecraftofficer patrickstewart jonathanfrakes brentspiner jonathanfrakes sciencefiction action adventure
582,44943,Battle: Los Angeles,savingtheworld hero marinecorps aaroneckhart ramónrodríguez willrothhaar jonathanliebesman action sciencefiction
583,587,Big Fish,circus fathersonrelationship witch ewanmcgregor albertfinney billycrudup timburton adventure fantasy drama
584,10395,Wolf,adultery heal bite jacknicholson christopherplummer jamesspader mikenichols fantasy
585,57212,War Horse,worldwari horse farmlife tomhiddleston benedictcumberbatch tobykebbell stevenspielberg drama war
586,152760,The Monuments Men,worldwarii nazis arttheft mattdamon cateblanchett georgeclooney georgeclooney war drama history
587,2756,The Abyss,ocean sea divingsuit edharris maryelizabethmastrantonio michaelbiehn jamescameron adventure action thriller
588,33909,Wall Street: Money Never Sleeps,duringcreditsstinger michaeldouglas shialabeouf joshbrolin oliverstone drama crime
589,49017,Dracula Untold,vampire dracula bite lukeevans sarahgadon dominiccooper garyshore horror action drama
590,9882,The Siege,islam muslim carbomb denzelwashington annettebening brucewillis edwardzwick drama action thriller
591,2270,Stardust,witch basedonnovel newlove clairedanes charliecox michellepfeiffer matthewvaughn adventure fantasy romance
592,978,Seven Years in Tibet,buddhism himalaya austria bradpitt jamyangjamtshowangchuk davidthewlis jean-jacquesannaud adventure drama history
593,44564,The Dilemma,adultery infidelity secret kevinjames vincevaughn winonaryder ronhoward comedy drama
594,3132,Bad Company,ambush cia assassin anthonyhopkins chrisrock peterstormare joelschumacher action adventure comedy
595,8814,Doom,teleportation basedonvideogame severedear dwaynejohnson karlurban rosamundpike andrzejbartkowiak adventure action horror
596,8427,I Spy,budapest kidnapping boxer eddiemurphy owenwilson famkejanssen bettythomas action adventure comedy
597,52520,Underworld: Awakening,vampire daughter hybrid katebeckinsale stephenrea michaelealy månsmårlind fantasy action horror
598,80585,Rock of Ages,musical rocker teenager juliannehough diegoboneta tomcruise adamshankman comedy drama music
599,10592,Hart's War,blackpeople worldwarii prisonersofwar brucewillis colinfarrell terrencehoward gregoryhoblit drama war
600,49021,Killer Elite,rescue jasonstatham cliveowen robertdeniro garymckendry action adventure thriller
601,11535,Rollerball,manager arena dystopia chrisklein llcoolj rebeccaromijn johnmctiernan action sciencefiction thriller
602,10550,Ballistic: Ecks vs. Sever,lossoffamily enemy adversary antoniobanderas lucyliu gregghenry wychkaosayananda action adventure thriller
603,11258,Hard Rain,sheriff rain evacuation morganfreeman christianslater randyquaid mikaelsalomon thriller
604,12610,Osmosis Jones,cold flu lethalvirus chrisrock laurencefishburne davidhydepierce bobbyfarrelly adventure animation action
605,59981,Legends of Oz: Dorothy's Return, leamichele danaykroyd patrickstewart danst.pierre animation music family
606,201088,Blackhat,terrorist technology antihero chrishemsworth leehomwang tangwei michaelmann crime drama mystery
607,5137,Sky Captain and the World of Tomorrow,londonengland himalaya journalist judelaw gwynethpaltrow giovanniribisi kerryconran mystery action thriller
608,3093,Basic Instinct 2,malenudity sex legs sharonstone davidmorrissey charlotterampling michaelcaton-jones crime mystery thriller
609,107846,Escape Plan,prison muslim ship sylvesterstallone arnoldschwarzenegger jimcaviezel mikaelhåfström action thriller
610,188207,The Legend of Hercules,mythology zeus ancientgreece kellanlutz liammcintyre gaiaweiss rennyharlin action adventure
611,4614,The Sum of All Fears,cia terrorist atomicbomb benaffleck morganfreeman jamescromwell philaldenrobinson thriller action drama
612,24021,The Twilight Saga: Eclipse,vampire graduation bite kristenstewart robertpattinson taylorlautner davidslade adventure fantasy drama
613,11371,The Score,quebec jewel scepter robertdeniro edwardnorton marlonbrando frankoz action crime thriller
614,20352,Despicable Me,adoptivefather orphanage life'sdream stevecarell jasonsegel russellbrand pierrecoffin animation family
615,11517,Money Train,brotherbrotherrelationship subway newyorkcity wesleysnipes woodyharrelson jenniferlopez josephruben action comedy crime
616,214756,Ted 2,spermbank sequel buddy markwahlberg sethmacfarlane amandaseyfried sethmacfarlane comedy
617,26428,Agora,christianity philosophy egypt rachelweisz maxminghella oscarisaac alejandroamenábar adventure drama history
618,9824,Mystery Men,bowling hostage sphinx benstiller geoffreyrush claireforlani kinkausher adventure fantasy action
619,48988,Hall Pass,wifehusbandrelationship daydream marriage owenwilson jasonsudeikis jennafischer bobbyfarrelly comedy
620,9008,The Insider,spy newspaper research alpacino russellcrowe christopherplummer michaelmann drama thriller
621,300673,The Finest Hours,coastguard basedontruestory survival chrispine caseyaffleck benfoster craiggillespie action drama history
622,12113,Body of Lies,terror falselyaccused basedonnovel leonardodicaprio russellcrowe markstrong ridleyscott action drama thriller
623,38778,Dinner for Schmucks,mouse idiot mindcontrol stevecarell paulrudd stephanieszostak jayroach comedy
624,72331,Abraham Lincoln: Vampire Hunter,usapresident vampire steamlocomotive benjaminwalker dominiccooper anthonymackie timurbekmambetov action fantasy horror
625,1844,Entrapment,londonengland newyear'seve skyscraper seanconnery catherinezeta-jones willpatton jonamiel romance drama mystery
626,846,The X Files,bomb helicopter secret davidduchovny gilliananderson mitchpileggi robbowman mystery sciencefiction thriller
627,9703,The Last Legion,romanempire emperor ancientrome colinfirth benkingsley aishwaryaraibachchan douglefler action adventure fantasy
628,857,Saving Private Ryan,warcrimes selfsacrifice warveteran tomhanks mattdamon vindiesel stevenspielberg drama history war
629,136797,Need for Speed,streetrace supercars superspeed aaronpaul dominiccooper imogenpoots scottwaugh action crime drama
630,3981,What Women Want,women telepathy supernaturalpowers helenhunt melgibson marisatomei nancymeyers comedy romance
631,425,Ice Age,humanevolution parentskidsrelationship squirrel rayromano johnleguizamo denisleary chriswedge animation comedy family
632,6171,Dreamcatcher,religionandsupernatural morganfreeman thomasjane jasonlee lawrencekasdan drama horror sciencefiction
633,72976,Lincoln,usapresident speech battlefield danielday-lewis sallyfield davidstrathairn stevenspielberg history drama
634,603,The Matrix,savingtheworld artificialintelligence manvsmachine keanureeves laurencefishburne carrie-annemoss lillywachowski action sciencefiction
635,568,Apollo 13,moon florida nasa tomhanks billpaxton kevinbacon ronhoward drama
636,9021,The Santa Clause 2,holiday christmasparty home timallen elizabethmitchell davidkrumholtz michaellembeck fantasy comedy family
637,82695,Les Misérables,france robbery brothel hughjackman russellcrowe annehathaway tomhooper drama music romance
638,9489,You've Got Mail,romanticcomedy onlinedating womandirector tomhanks megryan katiesagona noraephron comedy romance
639,12133,Step Brothers,becominganadult autonomy childhoodtrauma willferrell johnc.reilly marysteenburgen adammckay comedy
640,9342,The Mask of Zorro,california spy hero antoniobanderas anthonyhopkins catherinezeta-jones martincampbell action adventure
641,41733,Due Date,highway slacker hitchhiker robertdowneyjr. zachgalifianakis michellemonaghan toddphillips comedy drama
642,227306,Unbroken,worldwarii prisonersofwar biography jacko'connell domhnallgleeson garretthedlund angelinajolie drama war
643,5551,Space Cowboys,nasa spacetravel astronaut clinteastwood tommyleejones donaldsutherland clinteastwood action adventure thriller
644,9350,Cliffhanger,rockymountains airplane hijacking sylvesterstallone johnlithgow michaelrooker rennyharlin action adventure thriller
645,9208,Broken Arrow,helicopter river captain johntravolta christianslater samanthamathis johnwoo action adventure drama
646,4244,The Kid,agedifference midlifecrisis suppressedpast brucewillis spencerbreslin emilymortimer jonturteltaub fantasy comedy family
647,1852,World Trade Center,terror runaway alarmclock nicolascage mariabello maggiegyllenhaal oliverstone drama history thriller
648,11820,Mona Lisa Smile,faculty arthistory rowing juliaroberts kirstendunst juliastiles mikenewell drama romance
649,76493,The Dictator,kurdish sachabaroncohen sayedbadreya aasifmandvi larrycharles comedy
650,345,Eyes Wide Shut,lifeanddeath sexualobsession freelove tomcruise nicolekidman madisoneginton stanleykubrick mystery drama
651,196867,Annie,musical orphan fosterchild quvenzhanéwallis jamiefoxx rosebyrne willgluck comedy drama family
652,256591,Focus,seduction conman femmefatale willsmith margotrobbie rodrigosantoro glennficarra romance comedy crime
653,59962,This Means War,lovetriangle friendship dating reesewitherspoon chrispine tomhardy mcg action comedy romance
654,36648,Blade: Trinity,fbi dracula fistfight wesleysnipes kriskristofferson dominicpurcell davids.goyer sciencefiction action horror
655,1880,Red Dawn,guerrilla colorado invasion patrickswayze c.thomashowell leathompson johnmilius action thriller
656,9440,Primary Colors,whitehouse usapresident presidentialelection johntravolta emmathompson billybobthornton mikenichols comedy drama
657,71679,Resident Evil: Retribution,mutant dystopia sequel millajovovich siennaguillory michellerodriguez paulw.s.anderson action horror sciencefiction
658,10483,Death Race,carrace dystopia matteroflifeanddeath jasonstatham joanallen ianmcshane paulw.s.anderson action thriller sciencefiction
659,11412,The Long Kiss Goodnight,assassination amnesia hostage geenadavis samuell.jackson yvonnezima rennyharlin crime action mystery
660,11983,Proof of Life,hostage newlove suspense megryan russellcrowe davidmorse taylorhackford action adventure drama
661,6795,Zathura: A Space Adventure,adventure house alien jonahbobo joshhutcherson daxshepard jonfavreau family fantasy sciencefiction
662,550,Fight Club,supportgroup dualidentity nihilism edwardnorton bradpitt meatloaf davidfincher drama
663,11170,We Are Marshall,americanfootball 1970s trainer matthewmcconaughey matthewfox anthonymackie mcg drama
664,9292,Hudson Hawk,vatican leonardodavinci painting brucewillis dannyaiello andiemacdowell michaellehmann action adventure comedy
665,10783,Lucky Numbers,weatherforecast tvstation weather johntravolta lisakudrow timroth noraephron action adventure comedy
666,100241,"I, Frankenstein",soul queen antihero aaroneckhart yvonnestrahovski billnighy stuartbeattie horror thriller
667,257,Oliver Twist,londonengland childabuse streetgang barneyclark benkingsley jamieforeman romanpolanski crime drama family
668,9947,Elektra,martialarts basedoncomicbook femaleassassin jennifergarner goranvisnjic willyunlee robbowman action fantasy
669,189,Sin City: A Dame to Kill For,detective dystopia dominatrix mickeyrourke jessicaalba joshbrolin robertrodriguez crime thriller
670,12618,Random Hearts,infidelity politician airplanecrash harrisonford kristinscottthomas charless.dutton sydneypollack drama romance
671,253412,Everest,mountains snowstorm hiking jasonclarke jakegyllenhaal joshbrolin baltasarkormákur adventure drama
672,1427,Perfume: The Story of a Murderer,paris femalenudity prostitute benwhishaw simonchandler davidcalder tomtykwer crime fantasy drama
673,818,Austin Powers in Goldmember,savingtheworld submarine brotherbrotherrelationship mikemyers beyoncéknowles sethgreen jayroach comedy crime sciencefiction
674,16577,Astro Boy,superhero nicolascage kristenbell billnighy davidbowers animation action family
675,329,Jurassic Park,exoticisland dna paleontology samneill lauradern jeffgoldblum stevenspielberg adventure sciencefiction
676,12160,Wyatt Earp,gunslinger gambling sheriff kevincostner dennisquaid genehackman lawrencekasdan drama action western
677,9331,Clear and Present Danger,assassination spy ambush harrisonford willemdafoe annearcher phillipnoyce action drama thriller
678,300168,Dragon Blade, jackiechan johncusack adrienbrody daniellee action drama adventure
679,9072,Little Man,baby adoption marriedcouple marlonwayans shawnwayans kerrywashington keenenivorywayans comedy crime
680,3536,U-571,submarine worldwarii northatlantic matthewmcconaughey billpaxton harveykeitel jonathanmostow action drama thriller
681,9087,The American President,whitehouse usapresident newlove michaeldouglas annettebening michaelj.fox robreiner comedy drama romance
682,12177,The Love Guru,sport icehockey guru mikemyers jessicaalba justintimberlake marcoschnabel comedy romance
683,12138,3000 Miles to Graceland,casino submachinegun hold-uprobbery kurtrussell kevincostner courteneycox demianlichtenstein action adventure comedy
684,273248,The Hateful Eight,bountyhunter wyoming mountains samuell.jackson kurtrussell jenniferjasonleigh quentintarantino crime drama mystery
685,9955,Blades of Glory,competition olympicgames sport willferrell jonheder willarnett joshgordon action comedy drama
